user,item,name,count
45c51ced-bb30-47f6-8a73-75c91dd0574e,2411-19 7718,svalbard flex1 Pants (M),1
38d29f93-4596-4094-ada2-50b738a9f02c,1405-18 8915,røldal ACE Jacket (M),1
4f6ec593-4fbe-4589-b001-36938c31f841,1811-17 5635,falketind warm1 stretch Sweater (M),1
ee1d29a2-af34-48c0-9664-3b0ef306583a,2603-18 2335,bitihorn aero100 Jacket (M),4
545a2929-ee59-4f49-b819-36069140835f,3401-19 2295,/29 cotton Zip Hoodie (M),2
2a969fa0-568b-4147-b9fb-a995eea6cbdb,2646-18 2335,bitihorn Gore-Tex Active 2.0 Jacket (M),1
6c3dc1ff-94a4-46f7-9edd-d92941619b7b,2001-17 7760,lyngen light weight Merino Socks long,1
6edd69be-a5b3-4c46-8e41-73ded3ef5d6c,1041-16 1011,/29 flex1 board Shorts (M),1
7a5804ea-d23e-4d43-acaf-9b71b6777f18,4819-18 2295,oslo cotton/wool Zip Hood (W),1
16c8aaa3-eb2c-4a2d-8c07-b3aae2a1be3b,2006-18 7718,lyngen down850 Knickers (M),1
30b8e70f-812d-4b1a-8a54-dab08bc5a8cb,1200-15 3500,/29 dri3 Coat (M),1
a8a4fd52-4df5-48d8-8ed9-488d57f458d3,3401-18 7718,/29 cotton logo T-Shirt (M),1
c3e32def-236c-4174-9d5b-d628e7bfebd3,1271-14 1011,/29 cotton V neck T-Shirt (M),1
9d139cca-2106-4cb3-b764-8d2045f2caed,2440-19 7718,svalbard wool Hood (W),1
1c00b6cc-1eb7-45bb-a2e7-5f45e219281e,2602-17 2295,bitihorn Zip off Pants (M),1
04cd704b-3345-4bcb-a74c-6320269c26f0,1807-17 7718,falketind super wool Shirt (M),1
b2524359-7950-462e-8587-52c17b7b4809,2230-18 8822,fjørå light weight Merino Socks,1
e4724df5-56a6-441d-bdf3-80be8db87a0e,2707-16 1280,wool Boxer (W),1
b842b272-5f28-425d-ba51-fb07a41369f0,5311-13 5610,narvik Gore-Tex 2L Pants (M),2
28cb6ad1-4266-4f74-948d-4a753efaac90,2704-16 2309,wool Zip Neck (M),1
6380227a-979d-42d8-a17c-8dfbef612126,2510-16 2270,super Hoodie (W),1
db9c5102-35cb-43d0-9369-92d519c2368d,2052-18 1125,lyngen Windstopper hybrid Pants (W),1
f73be0b4-0001-45a5-a6b4-027e7b16f2d9,3348-16 2305,falketind PrimaLoft100 Vest (M),1
c62ce7fc-fc0a-46a9-8373-f0928cbecc09,1608-17 2345,trollveggen flex1 Pants (M),1
a2bc688a-9289-460b-bee3-a88049530ba3,3210-15 6725,lyngen hybrid Jacket (M),1
ce1e5337-283b-4bac-b218-8296b1f4519b,1041-16 2345,/29 flex1 board Shorts (M),1
0285b0b1-26fa-4104-aaae-890c8c7bb21d,1606-17 1125,trollveggen flex1 Jacket (W),1
37ae79f1-6d7b-42a8-aaf4-12fe7b74cfdd,1424-18 8900,røldal insulated hood Jacket (W),1
dfc16dcd-c915-4fd8-a885-d6198afa3eb1,4822-18 7718,oslo Gore-Tex down850 Parka (W),1
5837c565-3b35-4e22-9d9d-300fdc0a8add,1412-18 7718,røldal dri insulated Leather Gloves,1
892d06a1-abba-4d00-a557-b0e96a533c68,8630-14 8915,trollveggen warm2 Jacket (Jr),3
32e9aad8-6c39-4c73-a9d4-4c6c753974b1,3801-18 3896,Wool round Neck Camo Ltd M's,1
94c4b06a-fa52-4733-be49-04e386ee658b,2204-18 2335,fjørå Windstopper Pants (M),1
580f4105-5af6-4da8-95b5-d5055b337dff,4820-18 2295,oslo Gore-Tex down850 Parka (M),1
cb69162c-177a-4b9f-bdb0-301169bdb383,1006-18 7718,lofoten Gore-Tex PrimaLoft Pants (Jr),1
bbc1e918-a6b1-40ea-89c9-db0f4462d343,5252-15 5625,røldal wool Jacket (W),2
82d29b16-253c-4cd2-92cb-11a7bd459b7e,2223-18 7718,fjørå flex1 lightweight Shorts (M),2
4cfabc79-1b5a-4d1e-bb7e-27b089dddbe6,2632-18 2295,bitihorn wool Shirt (W),1
bba494c7-8717-4324-b50d-f254b5b4f163,2006-18 2335,lyngen down850 Knickers (M),2
037a13fb-0851-430c-9d37-0b6340874c45,2501-16 3440,super Longs (M),1
6a29232e-50a5-4846-9175-32c02e8af33a,5311-13 5610,narvik Gore-Tex 2L Pants (M),1
3add1cdf-4886-422b-abed-1b632ce145ff,3156-15 1265,lyngen alpha100 Vest (W),1
fd88f887-b0b8-4851-b145-67bbd8ad8319,3632-17 9900,/29 boots co-lab T-shirt (M),1
3b6171ff-5764-4457-b85a-c55c70f8042c,1045-14 3335,/29 board Shorts (M),1
b9e17251-bfcb-45c6-ae13-e0fa0a226c5f,9608-18 7902," lofoten Goggles Spare Lens (M/W)",24
04ad4453-cf4b-4be3-8625-0dd268063e7f,3011-18 3898,kvinnherad heavy weight Merino Socks,1
02739f7e-b5c4-4b98-9354-ae3f467eb27f,1278-16 8870,/29 cotton Norrøna T-Shirt (W),1
89645887-8e08-40b0-9696-a0ef5c3951e7,5254-15 1005,røldal Thermal Pro Hoodie (M),1
bb87693d-3b25-4a04-a33a-f8d7b44ea0ed,1811-17 2335,falketind warm1 stretch Sweater (M),1
48c6da15-8074-4d2d-ae80-f2f53d1411c7,1041-16 1011,/29 flex1 board Shorts (M),1
cb630353-73e4-41f2-aeff-f41aa93975a2,1462-14 7758,/29 logo Beanie,1
575be24e-5ed7-4a72-b8a8-d6f011bcea0f,5254-15 1005,røldal Thermal Pro Hoodie (M),2
0efa5746-795d-416c-8407-5c789bd0132c,4823-18 7718,oslo lightweight down850 Jacket (W),1
c8ce246a-ef66-447f-8107-fb5ecaa526b0,2500-16 7718,super Onepiece (M),1
17af2d07-14c3-4416-9b84-6e7668eb5dcb,1462-14 2295,/29 logo Beanie,2
f04d212b-69cb-4f43-8839-c302fa87e5dc,3401-17 7718," /29 warm2 stretch Zip Hoodie (M)",1
8820fbf8-242d-47f3-ae79-d8b27f6c529d,9602-16 0000,Water Repellent Natural 400 mL,1
8eb02038-661a-45ef-bf24-fe247f030c4f,2039-18 1125,lyngen Gore-Tex Jacket (W),1
2f168195-baad-4631-aadd-951653d7adb7,4010-16 3490,svalbard Gore-Tex Jacket (M),1
a52cc60e-824a-431d-92ce-2aa5473ea4f5,1604-17 3880,trollveggen flex1 Jacket (M),1
f50e244c-3855-4f54-a3f2-f789b68bf7d1,1604-17 3880,trollveggen flex1 Jacket (M),1
a7b4933b-ea6d-4428-90a2-dc7795a0a1d7,2639-18 7718,bitihorn Gore-Tex Shake Dry Jacket (M),1
680db9d6-880c-49ea-83a1-aecf2ab71cf1,2048-18 5635,lyngen Gore-Tex Pro Pants (W),1
b91b869e-1f57-4a6f-b529-5408874b866b,1605-17 7718,trollveggen down850 Jacket (W),1
d62062b6-da03-4f08-9ff7-60a3b958463c,5254-15 1005,røldal Thermal Pro Hoodie (M),1
c460c763-e021-4168-a7ba-9f0bcd5e26f9,7029-15 7760,fjørå dri3 Shorts (M),1
45d8ff0d-43f1-4f7b-96fb-748eb37ee956,2626-18 7718,bitihorn dri1 Jacket (W),1
7719344d-9dd7-4777-8526-89700d2be930,3336-14 7760,falketind warm1 Hoodie (W),1
f28e9dc2-3509-4c66-aca4-3ce29361cc90,5311-16 8900,tamok dri2 Pants (M),1
cfac6350-c1bb-4ea7-bc78-8aa3fc191cb8,5034-11 1235,lofoten warm2 HighLoft Jacket (M),2
b8a3d97f-1127-47dd-94a6-cefb4b0c8699,3434-16 2345,falketind Thermal Pro Vest (M),1
02d953d1-9891-4b2a-b981-2cb7c70e6970,1807-17 2345,falketind super wool Shirt (M),2
11e88f29-2bb3-4933-82e7-ea254d138cd3,2617-19 3663,bitihorn trail running Shorts (W),1
99ddcb9e-8a98-43f4-9933-002fc95a25c5,1603-17 2355,trollveggen down850 Jacket (M),1
6118470b-ae3e-4afb-b8a5-ad8efa6a89e0,3370-15 7718,falketind dri short Gloves,1
18ef6afc-1b48-4663-9ce9-3ea0f572b4de,2606-19 7718,bitihorn Tights (M),1
71ba3943-ca2d-4bbf-acb5-625140b90bbe,1006-18 7718,lofoten Gore-Tex PrimaLoft Pants (Jr),1
c9ea74ca-5c29-4773-abb4-d93aefaece4c,1821-17 1179,falketind Gore-Tex Jacket (Jr),1
a9c39c91-63be-4b38-aad4-cd2b29b77b63,1176-14 8850,/29 cotton logo T-Shirt (M),1
ef9d67a1-212a-433b-a575-811f744fc2de,5301-16 2310,tamok Gore-Tex Pants (M),1
695d3972-a8c3-432a-9f83-949945fa9b69,1604-17 3880,trollveggen flex1 Jacket (M),1
fe0ea473-375c-40f5-955d-875563240896,1407-18 2295,røldal down750 Jacket (M),1
82fd6f7b-066f-4c74-bdbc-958fef0e714f,5306-16 3895,tamok Gore-Tex Jacket LTD (M),1
72a1947b-d652-423b-828b-a5a891a33ebc,3130-10 5590,trollveggen warm2 Jacket (W),1
3d5ec557-531a-48cf-9750-d9a965eaf473,5312-16 8900,tamok dri2 Jacket(W),1
c204c550-c596-4056-a7d3-bf94a716ad78,2501-16 8801,super Longs (M),1
38dd4fdc-2835-47fa-96b8-8b07f911b841,2634-18 2350,bitihorn lightweight Pants (W),1
16b49dcc-7701-44cc-81c3-9ec71d09b1ab,5250-15 7700,røldal wool Jacket (M),3
52288e33-3f1e-41db-8d12-b5a2f2ad5004,5306-16 3895,tamok Gore-Tex Jacket LTD (M),1
74654538-74f9-4b3b-b7d6-1bab01cac188,4201-17 7718,skibotn wool equaliser Long Sleeve (M),1
fbf00218-2ca6-4a70-86e7-822dc294ad68,4057-16 8822,svalbard heavy duty Pants (M),1
35ec2a4a-f6fa-4c10-b2a1-02a215f49109,3626-17 7718," /29 lightweight down850 Jacket (W)",1
0f8b9c5a-6911-4611-a239-6b6f4e0d1f55,1407-18 2295,røldal down750 Jacket (M),1
5bca59c3-eda5-49d8-9810-aaf706c42bca,4010-16 3490,svalbard Gore-Tex Jacket (M),2
7eefcfb5-e3b8-4843-a406-4e3c9d2df2c1,2502-16 7718,super Onepiece (W),1
83089863-7671-4b38-a2cd-856cfd6a9e76,2616-18 8885,bitihorn lightweight Pants (M),1
f831d687-6d04-4cdd-8967-d90ba8a2492b,2616-18 2295,bitihorn lightweight Pants (M),1
48b6cd57-5b08-4fab-b7b0-11061fda9823,5311-13 5610,narvik Gore-Tex 2L Pants (M),1
ec5f8df5-10d1-434e-a8a8-9041ad8c6e38,5146-13 7792,lofoten PrimaLoft100 Vest (W),1
5998b887-7971-4157-ba42-d547088383d2,4019-13 7759,svalbard flex1 Pants (W),1
a69cc907-8738-4aa2-8355-eacfb67628bb,5146-13 7792,lofoten PrimaLoft100 Vest (W),1
8f9d1702-06fc-413b-aa20-41b47ebb1245,3036-16 8802,trollveggen warm/wool1 Zip Hoodie (W),1
e02989b8-b085-45ef-8278-8b9711f8b7c4,3007-16 7718,trollveggen Gore-Tex Light Pro Pants (W),2
13bd6322-51da-47ad-bd92-1702d9d89f6f,1801-17 2345,falketind flex1 Jacket (M),4
2e9f3b12-9bab-4f5c-96a8-2c4f7240b3ed,2617-18 7718,bitihorn lightweight Shorts (M),1
32a8f75b-cb8b-478c-aaf1-6e70fccf5fa8,1413-18 2295,røldal insulated hood Jacket (M),1
174c3f0a-8323-4a9e-8543-b656e3da8c5a,1844-17 1265,falketind PrimaLoft60 Jacket (W),1
da7d4341-9db5-4d03-96ac-12816fa628b0,2646-18 1225,bitihorn Gore-Tex Active 2.0 Jacket (M),1
7e3fb20d-45c2-4c24-a94f-67b58744ee43,3036-16 8802,trollveggen warm/wool1 Zip Hoodie (W),1
3be0f49a-97c9-4f3c-9884-ed0accf7ebec,2508-16 8801,super Hoodie (M),1
26a906b8-e5f6-4f1b-8154-543c48ba1d41,1604-17 3880,trollveggen flex1 Jacket (M),1
3850e5b9-60da-4177-8160-72b386fcfaa6,1821-17 1179,falketind Gore-Tex Jacket (Jr),1
3e6f9fce-0374-4654-9ce6-617bf88e0e9f,3416-15 1265,falketind Windstopper hybrid Jacket (W),1
2b82754e-c899-4dc5-a9b9-08439a81a417,2601-18 3663,bitihorn ultra light dri3 Jacket (M),1
c841e723-7797-45cc-839c-0f86b979a9d0,2618-18 8822,bitihorn flex1 Pants (M),1
70231832-4808-489f-96d8-dc8d988072fa,1805-17 2295,falketind Alpha60 Jacket (M),1
349f0414-7c02-4618-b9c1-cc99666d6e3b,4010-16 2295,svalbard Gore-Tex Jacket (M),2
1bd420a6-e79b-4a29-8f17-484678b1ac22,2702-16 8895,wool One-Piece (W),1
b1379444-bd4e-4b97-b6f9-9b62bada5b10,5611-15 7718,røldal Gore-Tex Pants (M),1
f00dc333-1507-4586-b6fa-6b4c9a35bb40,3441-17 1179,/29 microfiber neck,1
641a3989-f116-4ec2-939c-cabec7a80049,1807-17 1265,falketind super wool Shirt (M),1
de880d9a-81fd-460d-9cc6-481037c0b062,5613-15 2372,røldal Gore-Tex Pants (W),3
2157c98f-c798-47cf-a604-50a237d3c793,1844-17 1265,falketind PrimaLoft60 Jacket (W),1
8b55f33f-87f1-4795-ae32-4bdf13391216,1004-18 7718,lofoten Gore-Tex insulated Pants (W),2
016f3d9a-5255-42df-a455-87b2cca5181f,3617-18 8900,/29 chunky dip dye Beanie,2
edd6aea0-8f90-4cc9-952e-e7e1ba78a4dc,4820-18 7718,oslo Gore-Tex down850 Parka (M),2
394276b8-75d3-4d48-98a3-39a855507ee6,6062-14 3308,finnskogen hybrid Jacket (M/W),1
e2d19b51-0533-46b3-8866-07d2efa37590,1851-17 7718,falketind PrimaLoft60 Jacket (Jr),1
6f17ef99-de9d-465f-af71-1d9d2897352f,3409-18 8822,/29 flex1 Shorts (M),1
88578412-ff0f-4d83-9cc6-fe8ea2bcb75a,3007-16 7718,trollveggen Gore-Tex Light Pro Pants (W),4
2dd7d992-4252-477d-b17f-5dae6ea8d8c3,1063-17 8850,lofoten dri1 PrimaLoft400 short Mittens,1
79e4d323-ecdb-4237-a614-a2c85e3e472b,2021-18 7718,lyngen Windstopper Leather Gloves,1
68867760-fd56-4d91-abf5-4ba251909adf,4818-18 2295,oslo Gore-Tex Coat (W),1
cdcd4456-5e86-4040-a6d7-61da548385c3,2642-18 9940,bitihorn ultra light dri3 Jacket (W),1
52cd6596-ff44-4fcd-8a84-81a2f93af75c,3417-18 7718,/29 highloft Gloves,1
3df9a069-8f9d-4b2d-bc6e-e76377935d88,2401-19 7718,svalbard cotton Jacket (M),1
e8d5dab5-66f8-41c4-8026-deacf4b59500,5034-11 3460,lofoten warm2 HighLoft Jacket (M),1
cf781a10-cd36-47cd-8ac1-8933b48bafbd,1486-14 1125,/29 roll edge Beanie,1
e0500101-629d-4c8b-b6fb-95a9c2d7ca85,2054-18 7718,lyngen Gore-Tex Infinium down850 Hood Jacket (M),4
696de18b-2011-4927-85c9-e1605c32bc93,5250-15 2730,røldal wool Jacket (M),2
1066a1e5-bcce-4c68-ad9c-4a50d09670ff,3691-16 7718,falketind Pack 35L,1
a1bbc9e2-49e6-47ee-9d4b-8acac711cee8,2048-18 5635,lyngen Gore-Tex Pro Pants (W),1
e782626f-e051-4b88-aa80-ee9be8aad567,4011-16 7718,svalbard Gore-Tex Pants (M),1
7d6a1b46-e195-4601-9e9a-70b29d5112c7,1809-17 2295,falketind flex1 Shorts (M),1
38ec486d-2c53-4c17-8ff2-5d3ba603cb9c,7029-15 7760,fjørå dri3 Shorts (M),1
40f330a0-a502-40e3-99cb-ab30060e03cd,5311-13 5610,narvik Gore-Tex 2L Pants (M),1
b07fde86-a9a8-42d9-bcd7-d761c9a78808,1413-18 7718,røldal insulated hood Jacket (M),1
e3db295d-d681-4216-a8d1-4743849bbfdc,2702-16 8895,wool One-Piece (W),1
e1738c80-b144-45ab-b651-1f85b9e3ea80,1006-18 7718,lofoten Gore-Tex PrimaLoft Pants (Jr),1
9c4a0760-e6da-46be-850c-b71380661477,3415-15 2325,falketind Windstopper hybrid Pants (M),1
bdf08e8c-1c43-422b-82b8-5cd0d4ac6b9d,3360-14 3485,falketind long sleeve Shirt (M),1
66b8e73f-4deb-4d15-8fe3-7efa5f7e9652,4057-16 2295,svalbard heavy duty Pants (M),1
22733911-4dae-43d1-8567-d204eb9d7b02,3690-14 1110,falketind Pack 30L,1
bdbf4e0e-8be7-44bc-b0d7-84595514f954,4202-17 7718,skibotn wool equaliser T-shirt (M),2
42dd708b-8fad-4935-a3ee-fe5158a207cd,2401-19 3897,svalbard cotton Jacket (M),1
44e44e0d-9192-41d1-9ce1-2d737731e11f,1873-17 2372,falketind warm1 stretch Pants (W),1
0d7c091c-0977-414e-9b54-28f8b442b66b,1851-17 7718,falketind PrimaLoft60 Jacket (Jr),1
bfeb02ab-d5b3-482d-bb39-f4ed048d8185,3432-16 7718,falketind Power Stretch Jacket (W),1
6663b477-34b2-4f1c-b7ac-1e506db1d0f3,3007-16 7718,trollveggen Gore-Tex Light Pro Pants (W),1
12f16e90-4861-41b2-ad40-7d6d332bd9fe,3036-16 8802,trollveggen warm/wool1 Zip Hoodie (W),1
eaec10a7-19eb-49fb-afce-88719dc24fa7,3202-18 3430,recon Gore-Tex Pro Jacket (M/W),1
bfd6d44f-41b5-41b8-a091-9c21c71b83f0,2010-18 2295,lyngen aero100 Jacket (M),1
0da9f28c-8591-4437-ae59-e4130c6a44a1,3360-14 6800,falketind long sleeve Shirt (M),1
754b49a9-b09a-4dd4-9745-336b1cb47ddf,1881-17 6755,falketind down Jacket (W),1
00cfdb3c-c770-41ba-8b8a-e03868b623fd,1165-16 8822,/29 cotton Shorts(W),1
59e7c56e-23c8-4732-b67a-24b596c6518a,2003-18 2295,lyngen Windstopper hybrid Jacket (M),1
57f9ed3a-d139-485e-a0b9-16c49c5bccf5,2640-18 1161,bitihorn super light down900 Jacket (W),1
53696c19-1615-492e-95df-40a38a6962eb,1604-17 7718,trollveggen flex1 Jacket (M),2
200feaaf-1c96-4405-bfc6-344e60d04ee2,1811-17 2335,falketind warm1 stretch Sweater (M),1
37cfcbcf-8981-41bd-94bf-20a667b9499e,3342-14 1255,falketind PrimaLoft60 Jacket (W),1
052bd95f-94dd-4f31-8f76-a96332bfed82,1403-18 4410,røldal Gore-Tex insulated Jacket (M),1
0920ccdb-94f3-4fb5-a3cb-64bbe8d0048a,4601-18 3897,kvinnherad Gore-Tex Pants (M),1
7ac18062-a77f-4404-8c93-83c23c17f812,4017-13 7720,svalbard flex1 Pants (M),2
eaf6a489-722e-4acd-b024-1d8c94fdaf1f,1845-17 1265,falketind super wool Shirt (W),2
b4924235-6330-41cb-8d19-eacc87414dae,2617-18 7718,bitihorn lightweight Shorts (M),2
83181f47-fab0-4418-8e5f-5e35b4e4e54e,3336-14 1255,falketind warm1 Hoodie (W),1
0b84b637-3888-4c41-9544-23508fba3ca6,1462-14 7780,/29 logo Beanie,1
ab88c94f-671b-4be0-8a3e-08b3324fbae3,4013-16 2345,svalbard Gore-Tex Pants (W),1
b462a1a5-4044-419e-9535-a85673dd57c7,4011-16 7718,svalbard Gore-Tex Pants (M),1
77e150f3-f9f0-4371-a020-547961263b90,2802-17 3303,finnskogen Gore-Tex Pants (M/W),1
5782ee90-76b8-4488-bb4f-4de680f3807d,1423-18 7718,røldal warmwool1 Jacket (W),1
bfd48570-dc17-4801-84d8-669979fd7bb8,1881-17 1265,falketind down Jacket (W),1
328376c5-31dd-46b9-928b-9fc05557ff2f,2618-18 7718,bitihorn flex1 Pants (M),1
f07461c5-bf3d-41f1-a48d-0fee73dd91c3,5144-13 5615,lofoten PrimaLoft100 Vest (M),1
3ff5edcd-45ca-4d4a-bf45-b71945285c86,4820-18 7718,oslo Gore-Tex down850 Parka (M),2
e19fc97f-6bfc-4198-b179-558678e6d0db,1212-16 7718,tamok cotton Pants (M),1
f3eb59f8-8bc4-4f57-986c-6fba158b4ed5,2502-16 6757,super Onepiece (W),1
0fb8e5b2-3f56-4d9a-9a11-15c844ac9ec6,4013-16 2345,svalbard Gore-Tex Pants (W),2
43fae8cc-d41a-4aa3-99d7-3aac61d85837,2011-18 1179,lyngen Alpha90 Raw Jacket (M),1
018ab0f4-f17d-4191-9516-e9ba6b091591,3005-16 7718,trollveggen Gore-Tex Light Pro Pants (M),1
b6f23237-f954-4972-8b0b-d1442c71cd7e,3202-18 3430,recon Gore-Tex Pro Jacket (M/W),1
8271f3f0-c3a4-475c-aa5c-5e6d3d34f8a9,4807-18 2295,oslo ACE Pea Coat (M),1
e216fe82-f3d3-416d-ad25-59f3cdde94ba,1811-17 2335,falketind warm1 stretch Sweater (M),1
f08a9396-6e6c-4a8b-bde9-dcf58bb47bf8,3034-16 5640,trollveggen warm/wool1 Zip Hoodie (M),1
497006fb-b383-435b-ba18-45d198009e9b,1821-17 2335,falketind Gore-Tex Jacket (Jr),1
cc254bb1-faa4-420d-b88a-effc3ca0f7d9,9607-18 0000,Guppyfriend washing bag,3
6457a0b4-545f-4843-bb0f-b76ca24ac7f8,2204-18 2335,fjørå Windstopper Pants (M),1
8a9fb2c0-7a2a-4b17-a5dd-6f9a7b29566e,2646-18 1225,bitihorn Gore-Tex Active 2.0 Jacket (M),1
632ef228-0e0f-4633-a98b-3e708e69f690,1212-16 7718,tamok cotton Pants (M),1
1e0c43cc-9bb7-4f55-9bf5-90f6b38193fd,5201-15 2335,røldal Gore-Tex PrimaLoft Pants (M),1
65535cd1-3773-4357-8d8a-176fa3af138b,2004-18 2295,lyngen Windstopper hybrid Pants (M),2
7325eb84-b1cb-4a82-8c3a-94e8dbf6f9a8,1005-17 8915,lofoten ACE Gore-Tex Pro Jacket (M),1
c0fc01dc-97e6-42a6-9e59-420fae16eb75,1004-18 1125,lofoten Gore-Tex insulated Pants (W),1
14168465-5409-40d8-8b47-bdf3596c23d9,1055-17 6725,lofoten Alpha raw Zip Hoodie (W),1
af11f973-6e0a-499d-b92c-968280495ce2,1045-14 6800,/29 board Shorts (M),1
b4ce7853-0b65-4842-9f9b-17de406e7fd2,1803-17 7760,falketind warm1 stretch Zip Hoodie (M),1
33144115-0c0b-4594-8498-4a8fdd9e73eb,2021-18 7718,lyngen Windstopper Leather Gloves,1
83ada10d-f2de-4b26-b605-6301aa352076,3415-15 2325,falketind Windstopper hybrid Pants (M),1
8560ee9d-b4eb-44ce-9271-1d193e2ac52b,4059-16 8822,svalbard heavy duty Pants (W),1
35424956-fe03-4d41-b1b0-0280ab752f36,1809-17 2335,falketind flex1 Shorts (M),1
195ae5ae-6638-41f8-9139-ddeb2bfa4958,2434-19 1280,svalbard lightweight Anorak (W),1
af10bc68-9d76-4fcd-8df2-00028dc10b15,2409-19 8860,svalbard mid cotton Pants (M),1
3977cca9-6a30-4740-a6cf-85e89037b926,4019-13 7759,svalbard flex1 Pants (W),2
02fc6aae-0c06-4278-ba46-ec29bac74b61,6070-13 3430,finnskogen dri Gloves,2
5b2e3bbc-d2e6-4bed-96cd-0355531054cf,2007-18 2335,lyngen Windstopper Jacket (M),1
84a0737a-c682-49c5-a876-f8c8c0c43f29,5306-16 3895,tamok Gore-Tex Jacket LTD (M),1
406fdaf7-f77d-42e1-9019-d40e5f937b2a,5034-11 3460,lofoten warm2 HighLoft Jacket (M),1
2dd4770e-f96e-4983-a7eb-7f6221c2c05a,1009-17 8915,lofoten ACE Gore-tex Pro Pants (M),1
5382aeb0-d120-4439-b34e-190ff33d9430,3036-16 7718,trollveggen warm/wool1 Zip Hoodie (W),1
932ac558-0123-49d9-81d7-4f043922591e,5301-16 3897,tamok Gore-Tex Pants (M),3
01f6a719-6874-451a-a99c-ca817e315135,4019-13 7718,svalbard flex1 Pants (W),1
56d0f27e-f854-4524-badd-f12a848de7cf,5254-15 1005,røldal Thermal Pro Hoodie (M),2
dd5b89d6-5d4c-48f1-af2e-912285d7c968,2407-19 2365,svalbard denim Pants (M),11
a605a0e4-4a56-4ee7-b134-903930be3285,5301-16 7724,tamok Gore-Tex Pants (M),1
dee58e72-f36a-4a51-8107-480082a09b1b,2021-18 7718,lyngen Windstopper Leather Gloves,2
6cf222f8-40a6-4a8b-a605-a885670f4bc1,1009-17 8915,lofoten ACE Gore-tex Pro Pants (M),1
d048f940-9cd6-4964-9755-8e2d9cd489b8,1490-15 1179,/29 Thin Logo Beanie,1
0007db4c-fc16-4ba9-bca8-e76bc7abe39c,3803-17 1179,Wool Singlet (W),1
3c765a69-6b3a-4d53-9be0-a880475cd1da,4010-16 3490,svalbard Gore-Tex Jacket (M),1
fba0edc7-be4a-47ad-921c-f96489d63c23,1872-17 7718,falketind Thermal Pro HighLoft Jacket (W),1
13b80d2f-de7d-4bf8-a514-40f8ef75478c,4201-19 7718,skibotn Gore-Tex Pro Jacket (M),3
1252987a-d797-4d60-a8ad-5db2f2ace408,5336-16 3897,tamok warm/wool2 Zip Hood (M),2
0e37eed9-75a6-4967-b389-7938dd3005f5,3691-16 1179,falketind Pack 35L,3
dc84dbff-4897-4518-80f5-8e766384319d,5252-12 2320,røldal warm3 Jacket (W),1
889e5a90-3d49-4318-be7b-31896daddd01,1004-18 1125,lofoten Gore-Tex insulated Pants (W),1
a99964d6-27a5-4c0b-a40b-16c7e43958e6,1050-13 7718,/29 dri2 Coat (M),2
5835fcc4-669e-4d59-b873-b7b28dfad4dd,5252-12 7718,røldal warm3 Jacket (W),5
a24078d9-b7cc-4d7f-a9d7-9c406baa8d29,1001-16 5630,lofoten Pack 30L Removable Airbag 3.0 ready,2
cfa1f9ae-7d0a-4e79-8030-52f8a31e43c7,4034-13 5590,svalbard warm1 Vest (M),1
c7911df3-79cf-4fc6-bcc0-f9fc5b02cc20,1811-17 7760,falketind warm1 stretch Sweater (M),1
32b2ed6c-180b-443c-92ad-19748f8f38c5,1844-17 1179,falketind PrimaLoft60 Jacket (W),1
4d0a806b-1ab0-45d5-b561-33dedca76c11,2801-17 3303,finnskogen Gore-Tex Jacket (M/W),1
3dfd313e-420c-40db-949b-94b9d4b462a7,4426-18 2295,unstad 4/3 Wetsuit (M),2
6e0bba9b-e408-4c01-a4f6-02b8bfdad91c,3034-16 5640,trollveggen warm/wool1 Zip Hoodie (M),2
db8abb1d-0e5a-49b0-b26e-aed29f666c38,3403-19 2350,/29 cotton Zip Hoodie (W),2
08735cea-a10b-4ebe-afc1-dcf8b19362be,1418-18 2295,røldal Gore-Tex insulated Jacket (W),1
78b0c25c-3372-4b79-92b6-28b08b1b1067,2039-18 2295,lyngen Gore-Tex Jacket (W),1
d54e18b8-e315-4c16-80bd-32d572a3ed4e,1809-17 2295,falketind flex1 Shorts (M),1
647f9f7f-a93d-45ab-ab90-cc2072ca8387,1873-17 7718,falketind warm1 stretch Pants (W),1
6632fe42-5942-4db8-a919-da5a49753c39,2023-18 7718,lyngen down750 mittens,1
9ae5cbe4-3816-48d4-8e00-0e0822f91887,1405-18 8915,røldal ACE Jacket (M),1
6c4f059b-0c84-4785-a527-970cf613c4ca,3130-10 5590,trollveggen warm2 Jacket (W),2
8ac567b2-84c6-4f38-bb2d-bdd823df5585,4013-16 2345,svalbard Gore-Tex Pants (W),1
ba03d437-e7cf-4b4b-8cb5-c4d014d0aaee,2042-18 1125,lyngen Powerstretch Pro Zip Hoodie (W),1
ae374a2d-f0ca-4a72-a8f2-dff7f874735e,1064-17 1265,lofoten mid weight Merino Socks long,1
a46ac79a-35ee-48be-a6ab-cc6d12fcf4f0,3210-15 6725,lyngen hybrid Jacket (M),6
d240c5e0-44cf-4634-a4b4-8a3d6cfc6181,1420-18 7718,røldal down750 Jacket (W),1
38b237f2-5258-4a5b-8cad-08ec0474bfdf,6410-14 3303,dovre dri3 Jacket (M/W),1
af7a06e3-8c86-4e84-b8d0-64cf2df05082,2010-18 1179,lyngen aero100 Jacket (M),1
1cab8585-91f0-4daa-8c52-e35b427ddfe4,3210-15 6725,lyngen hybrid Jacket (M),1
