user,item,count
8a392920-5f63-4e0f-a675-ca810b26b5db,5140-14 2330,1
6bc97481-6a0b-46b8-a299-201261d2c14a,1804-17 1179,1
b39aa221-75df-42eb-9224-e7f080b845d8,3007-16 7718,1
98d5e9bf-85a9-4ec3-8aca-3245b5120896,2708-16 3440,1
7d260597-55f6-4cd0-b101-3ba4ff20d093,3441-17 1280,1
56d1df8f-bcf8-4af9-920c-a13e8636d5b3,3004-16 5640,1
3de7a9a7-76ab-49af-9015-65fac896416b,5034-11 1125,1
57460904-9b06-4af5-b6b9-107bcad2820b,3321-14 2335,1
876f8d51-9599-41fc-a6a2-779774de48c4,3691-16 7718,1
42199f70-53c8-4840-8f3e-314891009a98,1877-17 1179,1
828d62ae-0f9f-4386-9086-d80d9f9fc8e9,1002-18 2330,1
606ddd1f-cf95-4c70-83cd-fdac86a568b8,3030-16 7760,1
77971eef-bdb9-4e7b-98d9-e52cd0aeb4aa,2710-16 6757,1
5bbb0125-8371-4ad1-9cfb-861e1c98a10e,4012-16 1265,1
48203991-0d43-46b9-9cd4-02e9346c4d64,4817-18 2295,1
5a5cf7ee-2e89-435c-8d72-f9565b9d710a,2207-18 1179,1
78ca6072-6a00-42d6-a270-7b15373af1cf,3034-16 2295,1
668eca13-cfeb-4032-b378-2403b8be9bfa,3007-16 2355,1
9b30d218-f97e-4261-af1a-a7524feb059b,5030-14 1235,1
33ebd90c-58bb-41ef-9dac-4b1f6e6a8fd4,1280-13 7700,1
c9fd11f9-8801-4144-8db0-e8212846bdc3,3001-16 7718,1
67077758-691b-4bb4-bd1d-5d4a86cbe58b,1603-17 7718,1
c476e6b9-77b1-4c8a-9cb6-59ce4d82f97f,1831-17 1161,1
1097ed48-1fcc-4ff4-a842-48879f4d3f84,1022-17 7718,1
02c2260c-2b53-42e1-9ec9-526c7f159c29,2637-18 2295,1
d6a9a24c-2170-4e08-b339-bf3bcfe17400,3416-15 1265,1
2886b558-00b3-4208-9ea6-85ef684129de,1015-17 2295,1
92182c3d-305c-4f2d-9217-dd7fa765cb28,0432-00 3003,1
76739385-99ac-4839-a5ca-24113e491603,5142-14 7718,1
b071720e-0562-40c8-b979-040fe57e78d3,5336-16 8800,1
c775e03e-f98a-417d-aadf-dc62c2c8d1bc,3802-17 1168,1
7265b1c5-b627-4e0d-b5d4-07f3cebeeab4,1808-17 7718,1
eff947c5-24b9-47a4-a185-617d952d0f12,3410-18 8870,1
10517491-679d-447d-a6d7-51c8b0732682,1016-17 7718,1
fd95009b-8920-47e1-bd36-3b2bedd4db1c,6411-14 8890,1
da81f3b3-6c84-4e3d-8b36-3f735dc047e2,1021-17 2330,1
f150fb24-6a1c-4c1d-9b21-21d9ddaed717,2208-18 7718,1
a5dc868d-ca61-4513-ba5b-0eddee09216a,2002-18 7718,1
c9411d2b-0885-4000-acba-77f4784da81d,1017-17 7718,1
6be0dbb9-c1ce-4f16-ae05-4316fdc627bd,1807-17 1265,1
eb0bc021-df81-41e1-85a7-e02d50b542b9,2011-18 2335,1
6323abca-da23-4b72-bab9-fd9ebb6d8825,1405-18 8915,1
afd96c25-3690-4598-96f5-5ab936b792c7,3414-18 2335,1
f2681676-6537-4b58-8095-9e70da58e030,5201-15 2335,1
9d34a404-533b-4666-a30a-034b63aec5a0,1877-17 3897,1
67a4ab7e-d159-44a4-849b-221cd202c10e,3004-16 5640,1
fcd753ce-26cd-4955-b35b-19b6a1ff5163,3210-15 6725,1
c05721dd-5d78-4905-96df-415ce6650319,1054-17 2308,1
b4c78cac-f240-4968-94f4-ca5ba40a0c87,1420-18 2295,1
8a382e1e-6afd-4ea9-a998-9abe54d871e3,4310-15 6725,1
23f8880c-f7b0-4164-bc0b-76a7cd5fa815,1002-00 1260,1
8d68954f-148b-44ab-b87a-c2aeaccbc517,2207-18 3440,1
b2037373-bfca-4dec-953d-a9ad0b348624,2208-18 7718,1
442e89fe-4f62-4f24-89da-e1ade86b2f17,1405-18 8915,1
83bf9e20-ced3-4bc4-b18c-6c155c9b950e,2708-16 2309,1
d948f646-e29b-4114-8c40-2f72e99127a6,3402-17 2345,1
fbb47b15-f20c-4006-8312-28decaa8c8c6,1034-13 9940,1
8393164e-b7a7-464a-946f-0fadf346d60b,4010-16 2295,1
dfb332ef-9e0f-4fa5-9c02-d5ec23abe43b,4808-18 7718,1
dd89b2c6-0873-433d-9bac-d979ab1a7038,2707-16 1280,1
01b1a367-1405-4325-80dd-4232ebe4676c,1054-17 2308,1
314737cf-e338-4d18-ba41-43687bd3504d,2002-18 2335,1
87f18220-b1c0-4a4a-8a26-e581a9cef071,6410-14 3303,1
1304a75f-67ab-413a-aa99-79dec3b86cea,1880-17 1125,1
130c1ffa-8607-42f7-813f-5d7456b7db24,5250-12 3430,1
5a9d1f04-9ba7-4bd7-90e1-ada52736a2b6,2224-18 2295,1
8137f518-f081-47e8-ab6f-6fcb86992fb2,4390-15 2295,1
d901cbe5-c704-47b5-8fbd-0ddc70b9fb10,4019-13 7759,1
6f3f335b-5e44-49ac-9ba0-f2d2bc8d9a16,6410-14 3303,1
39996003-17ce-466a-96d3-7b172973b9f7,1058-17 1125,1
c482aa81-b536-4de3-91c6-ff9688988a38,1407-18 2295,1
9534db56-9b1b-42c4-97db-e6f3c9b7095e,3691-16 7718,1
6d123f8c-e8eb-4c5c-9d64-ecf0f85c39a9,2002-18 2335,1
3a565d7d-1616-4612-8dfa-216f4c0efd1e,4205-17 3898,1
650d7512-ad88-4477-8851-6e9f65281159,3336-14 7760,1
279d39de-6f39-4955-ab26-8f92bbdca4cd,3210-15 6725,1
14889585-9c50-4d50-854f-6973ebb077c7,3415-15 2325,1
4596b9af-b1cb-4c35-8f5c-db16364269ff,1054-17 6725,1
f6a25af9-eea6-4d54-9446-c1446e66c9e8,5302-16 8915,1
c9d6ec18-d313-42d3-aebe-431cb8b757f2,5613-15 7718,1
53b725d4-009f-47e1-a5ee-6ae55e5f59d9,1877-17 2295,1
a5263698-53f1-410f-badb-b867178a61a4,2202-17 6725,1
faa5ed5a-cf15-4f86-a67c-ce85581c2d92,5300-16 3000,1
91b2194f-9e07-45a5-a808-7df53a6ea257,1021-17 3886,1
18803902-73ce-40c0-804d-2aa29fa733e6,1463-16 2335,1
b5395595-861b-4f30-b2b5-1ce8c00a5c92,1462-14 2295,1
cfe245b3-96b1-4463-a6f4-1577a47f1a8e,4816-18 8900,1
ded918af-680c-4624-9d05-ff169acc2f9b,5300-16 3000,1
593077b9-c09b-43bb-ba5e-dd194757d6ec,2212-18 7720,1
57898023-0126-48bb-8c0a-e97c745003b5,2502-16 7718,1
42b95e48-4855-42cc-a823-d56b1bda1205,1804-17 5635,1
400aa63f-1be7-407b-bafc-1ad8a8b550eb,1404-18 4410,1
7781f4e6-f6cc-4faf-b105-f3895b7951a5,2605-19 3663,1
00e4f0e3-4fe4-4582-9b6a-8f042332cba8,1846-17 1265,1
d34f37ad-4a06-400f-9438-1562b0fadca5,2224-18 2295,1
b0c1d652-e8a0-4a0f-a4a0-c52fafc7fed7,1805-17 1125,1
57e282a3-527d-40dc-a5bc-59d52e63f79c,1805-17 6725,1
97f8968c-0aa7-4d68-81c8-62f2c8509530,9602-18 7718,1
ff8d8538-2dee-434c-a09f-5ab2e8d8eb49,2011-18 7718,1
a3e38628-5aab-4356-bc90-31d02b549714,3202-15 7718,1
bf87c968-c778-4271-8289-3e5edc3a7fa0,1021-17 2330,1
5622ef78-8dcf-438a-811a-41466dfa828f,3000-16 2355,1
05d522d3-5be6-4bb8-83cd-2d55f16e7cdd,2411-19 8875,1
780066f3-1d56-47c3-901e-94f4a7bef0c7,2463-19 8875,1
a905c49d-b66b-41e4-b683-4e14bc91e383,3616-18 4410,1
9f0e770a-9595-413f-a95e-2fd1b9ce22da,1281-13 8822,1
8ba2ce8d-e7c5-4ba0-a284-98468a5bf830,2633-18 2295,1
e0087538-f680-49c1-b00e-8e5f30076e18,1811-17 1179,1
c5ab80e8-0db8-4f08-ab44-d264eb3db954,1041-17 5630,1
63656947-84b3-4ac0-b368-48f058bc11ad,2054-18 7718,1
e62bdeb3-1e95-4c50-9ab1-3af9558f7548,2211-18 1127,1
bead4efc-b051-4b48-953d-18b53b85ba7c,1403-18 7718,1
173f4a90-df69-45d2-b17e-ad66f7939d55,1849-17 7718,1
130a3aac-9c0f-40d4-b4a5-09844fdd644c,4030-16 3490,1
7b352ed7-34a0-4ef2-8285-d4c6a15365f5,2424-19 3897,1
e2ab4ba2-750f-4599-bbc2-a13e76b05290,1881-17 6755,1
822c7f06-c106-4763-b936-8a5ebb5011de,7048-15 5630,1
d9d99172-1df4-4d52-9c7f-93bb44249663,1005-17 8915,1
b453ed7b-a1d3-4f6e-9d4f-56157dff5ddf,1022-17 7718,1
e546ecc3-49df-4cb0-81c0-548d7c481111,2460-19 2208,1
3c639ff7-183f-4f27-a324-2495f4e2cdf2,2010-18 1179,1
e5c9a664-1337-4b27-b908-e73805b59cc5,1054-17 6725,1
d8736271-bc77-4a94-827d-ff83cef5a79b,2001-18 2335,1
785cfc2d-47bc-4121-9728-cff934095e99,1811-17 3400,1
6dd5ccc4-3ee2-4016-9cc5-c63c962322e0,3004-16 5640,1
456153cb-b8d9-4f95-a892-e59ab9f3c6fc,1850-17 8890,1
3385f503-de95-4a7b-9340-1af1394e65ee,1057-17 2308,1
1c957768-4e8b-4559-8b6e-a30be6256b46,1064-17 1265,1
27e05071-cc1e-4bde-a84a-9213e877f88b,2632-18 9940,1
c3ea7e63-80d5-4eb5-84f5-63f598b67572,2039-18 2295,1
0d4512a4-67f0-4d70-8c2d-44888aa4ab16,3417-15 7718,1
1ec1d1d6-c75f-46ae-8e73-8cf392e8e744,9613-17 7900,1
00c4f447-525f-4862-8a3d-ad2b12eb170e,1812-18 2295,1
35cd9fa9-1237-4504-8eff-0d5807953249,1849-17 7718,1
da546034-d8ff-46c8-b32c-4fb22e51e227,2603-18 2335,1
2a660097-3cd0-4023-99e9-130fddab3e24,1015-17 2295,1
de88e948-4607-40cf-863e-415e04688e61,1604-17 3880,1
b91c9fc0-0c9a-4675-bc5e-da3a75f27077,5611-15 7718,1
05af5491-a04a-4ccb-bf17-dd20408b653f,1880-17 2295,1
1d582b65-5e5d-4b91-aadc-965b2dc8d90e,4810-18 2295,1
b519f6c0-4e7a-4aa3-8dec-21b77afb047a,2638-18 2301,1
48cf7cfa-e89b-47dd-bccb-d6b76cb38677,1872-17 2372,1
94fc634d-dffc-417b-9f14-54e048fe1556,2617-19 3663,1
2bc88a2d-5120-4414-a7e3-925990511a83,1021-17 3886,1
2eafd7cc-a2cb-4bf9-b743-1276258019ea,3415-15 3897,1
4e7a0cda-a116-4956-b9f5-355ea25c90d1,2632-18 9940,1
06399048-73e1-4b8c-ac78-6040c42a8793,3005-16 7718,1
e3fb370d-0d51-4a08-8a11-037dff52354a,1053-17 5635,1
f61b5362-a173-4236-9b91-a5089be57c2c,2043-18 7718,1
54d3e2ed-f2d9-4913-9a3c-79a067322160,1054-17 2308,1
75b01d99-19b4-46b8-af43-af27916585cc,2710-16 6757,1
261e532b-3caf-4f60-8678-7aa52d89efcf,1807-17 5635,1
cff86ff9-d15f-40c9-b866-78b0ba63d1f8,2510-16 2270,1
fa5482f0-f64f-4756-89c8-a905b3e6d500,2224-18 1161,1
2363a7d2-6493-438c-abb2-ec4b1bc7b23e,2211-18 1127,1
2364c0e1-819d-4d15-9f8e-f7714151dbfb,1882-17 1265,1
8f2bc7fa-d364-4178-9b6b-5dd17c09855e,1872-17 7718,1
3776cdd1-7905-435a-8db5-d586b3014ad2,2036-18 2330,1
99451b12-26e5-42e0-b4da-7b330baf8056,2646-18 2335,1
2bd23a68-5d14-43fa-a264-a3ad351eb994,2054-18 7718,1
1539f23b-bd48-4027-80ca-0ec43bd1e455,3005-16 7718,1
4b419be7-6ab7-442b-ae88-3a1ec0a627bc,2421-19 8860,1
4612bbcd-f966-4e12-9c6f-e2f86f439031,1054-17 1125,1
a8179980-5ba2-41d2-850d-b027ae58f0b1,1063-16 2302,1
f4bcc2eb-b080-4580-86a5-fdb9337ef3ed,5002-14 5615,1
4e650f2d-2c8c-4655-b87e-077c0d8898a0,5254-15 1005,1
216af68f-b3c6-4249-9d13-1a96c2a9bb72,2040-18 1125,1
d627f82c-deea-410e-8a89-4c566fa89dac,1021-17 2330,1
422673f3-0d10-4bcb-b2ef-07d296b48264,5201-12 2320,1
036d86a6-4c4d-4c2c-9073-1f942ffe9775,3407-18 2730,1
26b98980-a780-4bf4-9045-9483eeb1fa2d,2500-16 7718,1
1ffc4267-9ff3-417f-804e-3325e72789f6,2451-19 8860,1
7a1020c6-5345-48e3-9547-7d07d1e4aa5e,5301-16 7724,1
6a1fe6cd-6577-46af-a1d4-127a1c4c03ab,2638-18 2301,1
6f4fd67d-ee68-4bda-8565-194eb1da684f,2005-18 7718,1
a5153bc3-44c7-48e5-9abd-501e7ceea647,1021-17 3886,1
79300616-a0b6-4cf9-bfbf-220febc1b9e6,4390-15 2295,1
26524f38-52b1-4df0-b764-123493a7a781,3004-16 5640,1
76798671-3582-451d-8391-28b7fad88254,5201-15 2335,1
1c7146af-655c-4ebf-a796-9b88f040eeab,2441-19 2295,1
485795c5-5afe-4c0e-99b3-aee9d1405b5c,5201-12 1225,1
4266c89e-42ba-4a10-af04-0913d18c4164,1873-17 2372,1
73453b63-0e15-43e9-a2a8-d107bcaea2a1,5201-12 2320,1
efe0d8f7-a6d7-4be0-a2ba-f486d6b8fb3c,2204-18 2335,1
6af0467f-3b43-467b-8dc1-629e9931876e,9613-17 7900,1
2b2732f2-80a2-41ee-b5cf-e7939ccf8341,1462-14 3898,1
73b65bb6-67fe-46ac-9bf3-9afa4ed303ba,1804-17 1265,1
30c0436a-77c1-4a98-a9f7-2a475aefd764,5300-16 2355,1
c9257460-3dab-41d6-a805-a164512ea82a,1006-18 7718,1
a9eeee02-8e41-428d-bdf1-8f47a4df5422,5301-13 5610,1
5b54de75-a03f-417f-a9af-3749339ae6a7,3804-17 2351,1
4c87fba4-832f-4ea5-91d4-ad994e65bf8f,3321-14 2309,1
27a4775c-2ea3-4e6c-8cb0-af3ecce81ace,1403-18 7718,1
12d2541c-0ccc-41c1-a044-7d1e7cdd2ea5,3313-14 2270,1
420a4c7d-ae8b-450b-95f4-a21e6079dc8f,1402-18 2295,1
cbd6af41-e50b-45a6-9b15-369062d17e0c,5302-16 3878,1
88f13952-0c7a-4516-8c0d-2243ae6eb83a,2212-18 7720,1
af29d77a-27ed-4280-b0bb-38ce55f912a9,4427-18 2295,1
5127b0cb-c71c-4e03-8587-97268b5892b6,1831-17 2295,1
ce0308dd-577f-4014-8661-8a223e5c7797,1041-17 5630,1
4f79436b-cc05-42a7-b1b3-afd1960aa304,1803-17 7718,1
92ca149b-1146-4deb-ad8a-490d02bae703,2416-19 2345,1
5cb8b59f-75ab-406c-9e66-abebd9343101,3340-14 3440,1
ae0c44b2-2731-4e45-864c-ce64de71bc24,1015-17 2295,1
ff65b874-de2e-440c-bf7d-08a9d91f04dc,1058-17 5635,1
aed88e78-e440-4884-be63-0cbe625bc417,5610-15 3490,1
1f8b1f70-6b13-4bb9-8519-ce3300723b1f,2001-18 2335,1
3849bbfe-9a51-40cd-8e7c-caced2f6ab39,1873-17 2372,1
e01e3519-f6ad-4bcf-a37e-3c392cdd7c35,1462-14 7780,1
9a6938cd-c839-4e36-aa4e-13a408f8d8ab,1015-17 2295,1
426538d3-fe2b-470d-b681-b3722e618ec4,4421-18 3898,1
575f5e5c-a393-4d3c-b4fc-4172c7ca5747,5611-15 1005,1
bb6dc0b4-e228-4bd0-a021-5879235b7b83,1001-18 2295,1
c75c2860-0edb-4f13-9608-435922179645,4059-16 8822,1
34a240bd-b7b6-476a-a0c7-dce8b0f3ed1a,3321-14 2335,1
816bdfbf-7058-4880-a979-975c83468d22,1804-17 3335,1
8a184887-b6fb-426f-bee0-ec5584b5dfa5,5203-12 2320,1
138b2dc3-9e85-436b-82a9-85eb89c04eea,5300-16 2355,1
d33a40ac-9283-45a2-9668-b2d058d827ad,4824-18 2295,1
f1902949-fa97-4cd5-af9c-9aac9849c431,2039-18 1125,1
d47ae625-68f9-4404-8af4-3f470a5d1057,3411-19 2295,1
ab11bbc4-f198-42f4-8740-356ae32faa15,1056-17 5635,1
90b1d7ca-2e40-4062-941d-6ce19b4388ce,2046-18 5635,1
1ebc2737-f793-4c98-8f82-c05c717050c8,1401-18 2295,1
2720fb2f-9e63-40ab-a170-df0ead735dcb,3321-14 7772,1
da94fedd-8028-4951-a0e8-7d6bd108d9ef,1014-17 3886,1
8b580773-5096-433c-8808-d4e2e771621d,3415-15 3897,1
c36dd42c-5272-4488-a379-00a4536ae9c2,2051-18 1125,1
1e4e38b3-2cd4-4f56-ab94-779784716322,6090-11 3308,1
63da221c-f2bc-4458-b09f-8733a748a69e,1607-17 1265,1
8d0a803a-6ce7-4fdf-8e15-8dc421be1f9f,5301-16 7724,1
542e7d60-a7c7-4a18-963f-d87a170c0622,1842-17 7718,1
fdfa937a-58bc-4a94-ada1-c67cd00de449,1055-17 2308,1
cc09f91b-7440-41bf-9338-9db1c1df647e,1804-17 5635,1
2d2fd0fc-c0d0-4424-885c-0ec8f682a90e,1877-17 7718,1
4afabc76-ade9-4520-9704-57ec36b78fbf,2226-18 1179,1
eec5ba93-0460-4c20-ad6c-2cf6ce175200,3804-17 1280,1
27a13443-e817-4896-bf46-5da3eab1c84f,2412-19 5501,1
aa7bd101-35a1-4e76-8433-64f000c5cd4a,4822-18 7718,1
5244d82e-0f76-4636-9270-c8a6557deec8,2040-18 1125,1
e63c0ddd-f26b-40cd-8bda-cc06ba8e32f4,2005-18 2335,1
257d862f-2adc-4b9d-80c7-c07b728e097d,1205-18 3000,1
4b4b3bb7-ed57-4b9a-aef5-2c1ea5fe3269,3310-14 7718,1
4beca1ab-0257-4d17-8143-98478f9af8d2,3210-15 6725,1
4f90c94e-9781-4c85-a7be-f129e8a20a33,2054-18 7718,1
014817e9-f12b-465a-b110-342375993a11,3624-17 7718,1
bda742ed-dcb7-4f8e-8b0f-2319ee6f8199,2640-18 2295,1
266624bc-fa2b-4b21-9887-f51e01d38413,4816-18 8900,1
3eb65092-d566-49aa-91e7-f128a7d5c280,2464-19 2208,1
162f0cfa-e502-45f3-8f88-c8ffdf418f84,1054-17 6725,1
57f6b95f-f051-43e8-9b14-48cc2d9b701e,5203-15 2335,1
cf606e96-977d-44be-bac3-539f6bb9d499,1804-17 3897,1
9ae503ab-fda1-4288-b6b7-92a491068e64,2054-18 7718,1
695db3b7-5c5e-4b3a-bb83-72c5ccb5d7f6,1804-17 1125,1
68b61982-7381-4520-8e90-1109de83204a,2510-16 5620,1
6c32b252-1f0b-40d6-bf0e-343df1aa6bf5,1015-17 2295,1
45487ff8-28b7-49ea-8153-d96f1d93f73d,1804-17 1179,1
c600003d-f12b-4fe1-ab0c-949e688e0f11,1485-14 7718,1
73c3f5ac-d71f-486a-a992-b1ae243b02ff,1875-17 2372,1
2d70916c-8c71-493b-8df7-06a7fe110003,1021-17 2330,1
c0e3b552-c53c-4ba1-99a3-088d453de522,2021-18 7718,1
ca7cfcaa-3a01-45ae-94bd-42227fc44ca5,2211-18 1127,1
f3ff696c-791e-4741-b524-676e1e054fed,2424-19 3897,1
bea34cbf-f34e-4118-a473-aa6a7093a75f,2054-18 7718,1
866c0c4f-85c6-43bb-9abf-c4d016d9af5d,1811-17 1179,1
843d9dd7-1cfe-4a24-963c-0e365492d213,1806-17 2345,1
04f8ba95-45bf-4519-bd1b-91572f74c76c,1608-17 2345,1
8f969262-c240-4931-8975-d313a7003c55,3006-16 2372,1
923392a7-e2d4-4d2c-a13d-329fc2266777,3691-16 7718,1
e485b636-1b49-4d93-89e9-e5282a9e7061,2211-18 2295,1
1a0e28f9-27da-493e-a059-589389d2fce7,6090-11 3308,1
ecca1711-14f6-4f35-b79b-7e919852194d,1806-17 3880,1
8f967403-075d-461d-90b2-b09ef55f1ed9,5311-16 8900,1
4277873b-191d-47a0-84e7-7355f06f5359,0940-11 5560,1
28195c95-eadf-498c-af18-0338df9110c2,1871-17 7718,1
2f146e3d-a3b0-4527-b9fe-173527563dfa,0196-05 3308,1
67434031-607b-45d4-94bf-5452bd6f0bb5,1805-17 2295,1
4d387a2c-d0ca-445e-bed6-f7a91dcc5225,2614-18 2335,1
8a99a387-cb25-4bc9-af49-da54bd7f6222,3202-15 2360,1
1d9cd0dc-92bd-49e1-88f3-10532866fdb9,1804-17 1179,1
94b55242-c38c-428c-8f5e-9ed1d4b3e39d,3000-16 2355,1
bc4fc5f8-599f-4453-9f85-df2a2de6c250,1807-17 5635,1
f2f00173-07f0-4b58-aae7-34df205f83f6,1873-17 2372,1
770534c4-e0da-445c-86cb-5978152384bb,4060-16 3490,1
3729078d-5b5a-4d82-ad55-634c140a306b,1056-17 8900,1
1f12f55b-7b61-493d-9e21-299998bb0492,5336-16 8800,1
bc4e08c6-1f3a-4d9d-9a83-4402605aeea0,8500-14 5640,1
6e3dbe8d-9cc4-4954-8bd4-b281b780c7bb,5201-12 1225,1
15706457-cd75-43c0-b419-553a6b98ab61,1851-17 2345,1
6573efe0-1d9c-4f22-ae18-421c232246ee,1879-17 3897,1
26c3e461-0515-4f3e-89d0-15b456f7a4b3,4824-18 2295,1
79fb18c4-4c2e-4771-aee7-f3916320b1a1,1804-17 1179,1
809b5a96-a611-4f1b-8d78-e6007b801bf5,1299-16 7718,1
6afbd843-a09c-4ca3-aef6-387450405c90,3000-16 3400,1
06454337-85a5-4981-a919-d56ffefa2b45,1841-17 1161,1
93e7089b-de40-489e-9325-394b664744ff,1007-18 5635,1
c3dd65c8-f7cc-4d8b-a102-34c9a7450310,9602-18 7718,1
5cd23470-43d7-42db-a2ff-f0064c9f8523,2003-18 2295,1
63474946-053d-4573-9f85-2b285f4c66d9,2620-18 7718,1
acd50033-a7b3-4c96-a6e1-a58a5b367822,3423-18 2295,1
d873628a-5072-4b24-bb1c-b56d30357785,1001-16 5630,1
708e1152-d46d-49f7-a2ed-ecc3e1d227e5,2611-18 7718,1
9988b04b-d46d-4c4f-89eb-fa12a333afd8,1878-17 1265,1
afbe1fa6-c3ac-4760-901f-a779d3da92aa,5302-16 9940,1
5fa6748e-6537-4809-811d-d92b43352716,2639-18 7718,1
dd7ba8dc-4320-4d1b-9a12-6d0fdbb29270,1802-17 5635,1
b5f9af01-32e9-4fdc-a69d-e27a49dd8a93,1425-18 2366,1
2c6a3383-0bc8-44b4-a5a0-c142cd29afc9,1262-13 4465,1
8163b4f5-7839-4cd4-bafc-b562bd22056a,1842-17 7718,1
e0106e50-fd73-4950-a15f-c8e863e5fdf3,2801-17 3303,1
3cc1f1e0-7ad2-440f-b405-3b416f15f9d7,1831-17 2295,1
7ce0100f-ef06-4373-9e12-c2920c5ce54e,2001-18 2335,1
284e0a08-e6d4-4101-8b49-a6be42326fbe,5142-14 7718,1
99fb5a5b-f706-4ed3-b16a-15a917f250e1,4060-16 3490,1
73cdb07d-d9dc-42bf-84c7-9c1004738b48,1002-18 7718,1
5cfcbccf-ac24-4a20-9fc6-9a9796717b42,3311-14 2305,1
65b38b93-e0e8-4e02-a652-b1905345dad6,1821-17 2335,1
fd350b99-8515-48cc-86ff-4c89cb1a65ec,3011-18 3898,1
699352f3-929f-403d-b88c-afb979e3ec59,1872-17 1179,1
2fc91a9f-d029-4e05-a6a0-f4870f42f9c3,3340-14 1235,1
239176d0-c672-4274-8ac9-df1a1f900ca9,2508-16 8801,1
f572428d-94c3-4b05-8c38-e38fa9a6100c,4807-18 2295,1
a561ab4b-2518-47aa-8f94-d6c0504e9703,1200-15 3500,1
b0317706-ed93-4033-96e6-9b06505e006e,1055-17 5635,1
6fc899b4-b74d-44cb-9b27-bfe6a15357a9,1021-17 2330,1
0b3f54d9-8d0e-4c67-b5bf-9f3ee510b93c,6034-14 3303,1
eb554b3b-e149-4953-b419-60a5f2f24268,2602-00 5590,1
443ae7e7-b2ce-4009-b956-57bce8890cec,2404-19 1125,1
92a932dc-4e34-4281-be7d-0906d91c3d18,1605-17 1265,1
3425448d-2d54-4c92-8f69-c3ee5000fd7a,3693-16 1265,1
bb3ae14a-94b9-4f34-87cc-84258bc24071,1004-18 2308,1
c75cbefd-2227-4cbd-a3f0-9dc30464eb11,1806-17 2345,1
d63bc62f-3e37-4529-990e-249410ed4db0,3401-17 7718,1
38db7afb-410c-4f7f-b330-886eda012591,8500-14 5640,1
123dc781-e794-4a8b-8991-19d5fe640a04,1804-17 5635,1
7047956d-84dd-4223-884a-b4a827296129,5630-13 3430,1
2416f818-c946-4f43-a63d-5843764590b4,1053-17 7718,1
46bf63ed-b558-4e93-912d-fe850b092d8e,2211-18 2304,1
61889a2d-b7d0-4425-8c31-31b7cf872ce2,4820-18 7718,1
2a3d9629-7f0e-4f0c-bb62-3eb24a8e7ca7,2207-18 3440,1
a907966c-b197-442e-a6f6-9849470c7bc3,5036-11 7792,1
82bfc1ac-b420-46de-b420-36ddf079e76c,1014-17 5630,1
7f947936-fe2d-4f46-9f2b-d9e929fb0b6c,1204-18 3000,1
d1f0887e-95d8-4247-89ea-f8b71075e65f,2626-18 1225,1
8bc6d906-287a-4ee2-9771-f5f13ad04ecf,2615-18 2335,1
ca17a1a3-77cd-4197-bb61-87eed207d078,2001-18 2295,1
930cc3e6-71a7-457c-bb82-b1e78fdde0af,3001-16 7718,1
82f21b4b-5a25-4411-83d9-ead0dd045dd3,5613-15 7718,1
cebdae12-8fbb-48d7-954c-b132fea79bcf,1007-18 2308,1
748368ba-ea23-4a15-965e-30948fe7d787,2640-18 2295,1
bd9303fc-5293-408a-8a67-d0a10a1dc694,4822-18 7718,1
e5cc40f2-55e9-4a78-b949-0442b7ae9b41,1007-18 2308,1
b46c6ab7-8690-45d9-a8e4-fee4a28337dd,4032-16 2295,1
7615c9ac-2f82-4b8f-a586-47a93dec2f49,1001-18 2295,1
e7ccee0a-1dc5-483f-8803-503bf5f7c87e,3415-15 7718,1
0c20e3ee-c7f5-4f33-9069-e2ab67bca248,1831-17 2295,1
1c8707d6-311f-48a7-94a4-870065704ed9,1001-16 5630,1
3274fa54-9488-47eb-8a0b-7c6cef00d97e,3000-16 2355,1
459612a3-14dc-432a-9cd6-51fda3dab444,4355-15 2260,1
ef7336c6-c273-4409-8c30-03ac8408d358,9613-17 7901,1
796c140b-86ab-4aed-9b1d-bad47db50af6,1063-17 2335,1
376e2991-34d4-4557-8a50-b6e31471626d,1165-16 8822,1
ed7184cd-333b-437e-87ad-d081fac942c0,2432-19 1280,1
8dec3760-bbfb-429d-8972-52b1953c2819,1001-18 3880,1
5052b7e4-d570-4499-85cd-2bbd20299f43,1803-17 3897,1
4cd8bac7-bbfe-4be7-942b-d196148716e3,1015-17 2295,1
92df6139-64e3-41c8-8685-50ca36a7c2eb,3313-14 2270,1
0fe5563a-a5a3-4aca-bffe-72247d999117,2640-18 1161,1
b8a639e2-ee28-4177-bd9b-b05d39c580e1,4034-13 5590,1
3a88756d-3ceb-4258-b9ad-0f8b0d6f8ad0,1804-17 1125,1
4a368599-bfa0-48c6-84fe-783411d5e17c,1206-17 2310,1
4b4094b7-821a-4a83-b05f-b2266824fa4c,2700-16 7718,1
e86f8f3d-181f-4e9e-a6f4-87ea2970e324,1852-17 1179,1
f563cb8b-0014-4faf-aa29-1a3c3dc6e4bd,2714-16 6755,1
569fa64f-43db-4e88-9e3b-d4009d3b0bb5,1055-17 5635,1
82b9eec1-c73e-4637-a976-0b61a5f49ba3,1811-17 2295,1
87f3bb56-8125-4761-b8cd-606cf57d8b1e,3406-18 6728,1
b96b3d55-f2e8-4d30-9f53-a986ff9bdd1f,3323-14 7718,1
